split,label,category,source_type,source_path,output_path,sha256,average_hash
train,edible,banane,structured,data/train/edible/banane/banane_edible_0d4b0a10619e.jpg,data/train/edible/banane/banane_edible_0d4b0a10619e.jpg,0d4b0a10619e571ecb22be283a7c7680cf0616d0e30d12fe6147f95629a826da,18446743794805112832
train,edible,banane,structured,data/train/edible/banane/banane_edible_0e2e053feed9.jpg,data/train/edible/banane/banane_edible_0e2e053feed9.jpg,0e2e053feed9f774a08866c53231a74d352d6f447533a1793b57d63726c6dc4f,18446687021457489920
train,edible,banane,structured,data/train/edible/banane/banane_edible_0ed0a5ea0035.jpg,data/train/edible/banane/banane_edible_0ed0a5ea0035.jpg,0ed0a5ea0035e2614d3a154b4e208f824eb52903eca777e23f8a01903f2d255c,132458812538880
train,edible,banane,structured,data/train/edible/banane/banane_edible_11be7e417dff.png,data/train/edible/banane/banane_edible_11be7e417dff.png,11be7e417dffa06d71da6533b83273cd31ee0126089e6e5d95d9256159375d2f,747412270417213440
train,edible,banane,structured,data/train/edible/banane/banane_edible_1344a08d861c.jpg,data/train/edible/banane/banane_edible_1344a08d861c.jpg,1344a08d861c5d8a739dc5bf61b8e05fb6f762fb254eb5274d71e655c6e47f6a,18437655768695046144
train,edible,banane,structured,data/train/edible/banane/banane_edible_199a5a65c100.jpeg,data/train/edible/banane/banane_edible_199a5a65c100.jpeg,199a5a65c100da7891b017f1c8106a1f14e5d04bae0e6fe33839720bb7f82f4f,17941382332776500420
train,edible,banane,structured,data/train/edible/banane/banane_edible_27992fab8723.png,data/train/edible/banane/banane_edible_27992fab8723.png,27992fab8723cd3f390b56d427037d2db437483189ac5c5cc19872cdd1b9fdf4,18438231111403553791
train,edible,banane,structured,data/train/edible/banane/banane_edible_2c5eb25ee1fe.jpg,data/train/edible/banane/banane_edible_2c5eb25ee1fe.jpg,2c5eb25ee1fe0bf2045d7390001812d0a01068542d99ee0a9384d9d68adb3022,2229610094084
train,edible,banane,structured,data/train/edible/banane/banane_edible_30d1be36c0c2.png,data/train/edible/banane/banane_edible_30d1be36c0c2.png,30d1be36c0c2b6a47cf8f6117c884192e1b3d1cf489bf188d3ba6046e14d055f,18156818189987024767
train,edible,banane,structured,data/train/edible/banane/banane_edible_3374fee3efcc.jpg,data/train/edible/banane/banane_edible_3374fee3efcc.jpg,3374fee3efcc13b4fad6405dd2376c7563d729b80df71893be4387eb5fb7bcf3,13460932795392
train,edible,banane,structured,data/train/edible/banane/banane_edible_34ce970514b2.jpg,data/train/edible/banane/banane_edible_34ce970514b2.jpg,34ce970514b2b111dbf4acd9aa4dd009ddb27a9cb989cbb456cebca1d7f36f12,18446743742997069824
train,edible,banane,structured,data/train/edible/banane/banane_edible_3529d23b7b48.jpg,data/train/edible/banane/banane_edible_3529d23b7b48.jpg,3529d23b7b488bc362288d71cddecdcbca1b1e7b61f4cbcb8a9de05e2e0040b3,18446744052335378432
train,edible,banane,structured,data/train/edible/banane/banane_edible_367bd9795b8a.jpeg,data/train/edible/banane/banane_edible_367bd9795b8a.jpeg,367bd9795b8aa6d1fcefebf741c0afc336c50699fa24f2b33b1d3c366e5f631a,18442642049751460880
train,edible,banane,structured,data/train/edible/banane/banane_edible_42587dbba8df.png,data/train/edible/banane/banane_edible_42587dbba8df.png,42587dbba8df7f9de664cbf0b6697d841bf05afd7fa2703ddf5032d0e8ec023b,4106436781643802632
train,edible,banane,structured,data/train/edible/banane/banane_edible_4343e3604940.jpeg,data/train/edible/banane/banane_edible_4343e3604940.jpeg,4343e360494086938644d4219c9888de4fa7148698ff91d6326959c6e11a7342,13889378325526216928
train,edible,banane,structured,data/train/edible/banane/banane_edible_729443d108ff.jpeg,data/train/edible/banane/banane_edible_729443d108ff.jpeg,729443d108ff4aa74b19b23eaa87dac53bd25e0ee6c9d55d3ef33a6fbc7ffdaa,9223512222427185280
train,edible,banane,structured,data/train/edible/banane/banane_edible_749839a2da09.png,data/train/edible/banane/banane_edible_749839a2da09.png,749839a2da096b23bc5a3303be30adf1afc314bad643f10eab54846410da78b3,18012693826657042883
train,edible,banane,structured,data/train/edible/banane/banane_edible_75ba86e890dc.jpg,data/train/edible/banane/banane_edible_75ba86e890dc.jpg,75ba86e890dcaff313a436ba1556573be556fa0215f7169a257e31e566a50fe5,18446743602945081344
train,edible,banane,structured,data/train/edible/banane/banane_edible_76c206b2d644.jpeg,data/train/edible/banane/banane_edible_76c206b2d644.jpeg,76c206b2d644002e07ff026268bf67470ecf2bc29b010fdcfff02b8f1dd84082,15922674091672269040
train,edible,banane,structured,data/train/edible/banane/banane_edible_7771a85406fd.jpg,data/train/edible/banane/banane_edible_7771a85406fd.jpg,7771a85406fd56b2206781f52957aa28f4e19706b529e949f2d77a97492bbb1f,18446469467429805056
train,edible,banane,structured,data/train/edible/banane/banane_edible_796d5dd08497.jpeg,data/train/edible/banane/banane_edible_796d5dd08497.jpeg,796d5dd08497b1b5a2be72f98eaa321a1e5f28917753fa1771aaef33e2903318,17940908014643764478
train,edible,banane,structured,data/train/edible/banane/banane_edible_8247542a752c.jpeg,data/train/edible/banane/banane_edible_8247542a752c.jpeg,8247542a752c348872bab43d552e9549bdcc5be308c3233c6554d9e73c1612bc,13889378325526216928
train,edible,banane,structured,data/train/edible/banane/banane_edible_88f7849adec1.png,data/train/edible/banane/banane_edible_88f7849adec1.png,88f7849adec15f8161376e9166e8f026e3fb41299c67ff1c5c6118e91b5d869e,18410503893575385575
train,edible,banane,structured,data/train/edible/banane/banane_edible_8a3aef52b6b8.png,data/train/edible/banane/banane_edible_8a3aef52b6b8.png,8a3aef52b6b82e9e8c1ec30668515b9d79ac88990a484e6f3fad1fef2f7ae7a0,18445505618824512511
train,edible,banane,structured,data/train/edible/banane/banane_edible_8b05ade0e480.jpeg,data/train/edible/banane/banane_edible_8b05ade0e480.jpeg,8b05ade0e480c0be971c7b8d791c1935142e4e266657e2389165c95531d95f13,286396657549842457
train,edible,banane,structured,data/train/edible/banane/banane_edible_961e229e17b7.png,data/train/edible/banane/banane_edible_961e229e17b7.png,961e229e17b7686c3f25202b67bec5618e31a7852c7a60f5546b55f1e488715b,18300932345659900353
train,edible,banane,structured,data/train/edible/banane/banane_edible_9662a4857213.png,data/train/edible/banane/banane_edible_9662a4857213.png,9662a485721380f58076d0d1a01f1c4094c6864e334455ff494bf618c9822958,4483464258013036800
train,edible,banane,structured,data/train/edible/banane/banane_edible_97fd97657496.png,data/train/edible/banane/banane_edible_97fd97657496.png,97fd976574967b6043743521c4b7287e62fbea35973aaa18f4822faaff4fe0d3,16127328451501199167
train,edible,banane,structured,data/train/edible/banane/banane_edible_98b0660f0302.png,data/train/edible/banane/banane_edible_98b0660f0302.png,98b0660f030296a9d1607b2b9a5f3e71a6fc9018d8042badec6e53218f53f35e,9187201546188258687
train,edible,banane,structured,data/train/edible/banane/banane_edible_a2f164c15a55.png,data/train/edible/banane/banane_edible_a2f164c15a55.png,a2f164c15a55a700c996ea0b89ddeb8bf00070cca9d049c8921fb1eb86384429,143540096063291586
train,edible,banane,structured,data/train/edible/banane/banane_edible_adf03cf08392.jpg,data/train/edible/banane/banane_edible_adf03cf08392.jpg,adf03cf083927cfbf1b5c5c1d7c87cdc18bb2be8d9402c7f4ded0259312317e1,18446743215659554816
train,edible,banane,structured,data/train/edible/banane/banane_edible_d0add3e4b686.jpg,data/train/edible/banane/banane_edible_d0add3e4b686.jpg,d0add3e4b68664223f7c56a5bdcc80fde25a523b3c4c60593badc9f0104772bc,18661506576384
train,edible,banane,structured,data/train/edible/banane/banane_edible_d6cd52caac70.jpg,data/train/edible/banane/banane_edible_d6cd52caac70.jpg,d6cd52caac7093315c836c32f493e3473fd5daee63d645bd28da50e9f66ebc41,18446743038622433280
train,edible,banane,structured,data/train/edible/banane/banane_edible_ecfbadc578e1.png,data/train/edible/banane/banane_edible_ecfbadc578e1.png,ecfbadc578e13b821710bb73282dbcbdd2fc8199df852a753e9b758279fbc5d2,18433507023039554031
train,edible,banane,structured,data/train/edible/banane/banane_edible_fc1c9151c059.jpeg,data/train/edible/banane/banane_edible_fc1c9151c059.jpeg,fc1c9151c059d483fdf01c522a48bfc85848d1b6203165381b26d44dec3c58ba,18446530898885613576
train,edible,banane,structured,data/train/edible/banane/banane_edible_ffc0f0fffac7.jpeg,data/train/edible/banane/banane_edible_ffc0f0fffac7.jpeg,ffc0f0fffac7b0009d679ee00170247adc8d9e33418d4abd3e71ad4f4ed9c0d3,18230553633924087936
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_0ba26f082118.jpeg,data/train/edible/erdbeere/erdbeere_edible_0ba26f082118.jpeg,0ba26f0821181c1cfbc3624b929f24a8726ea879461c3c972ceb69cd2338b1cc,18446675356388720865
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_2c6afdebc69f.jpeg,data/train/edible/erdbeere/erdbeere_edible_2c6afdebc69f.jpeg,2c6afdebc69fad9730678f437716fa5823ba01c4feaaad212c7aaae7f17e17c8,18446675356384526529
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_322c534dc964.jpg,data/train/edible/erdbeere/erdbeere_edible_322c534dc964.jpg,322c534dc96406e28b284b3e83bb60ee6726a07aa8a437820ee3a47bc9e33e8b,2242545288789098496
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_3bc8592f6eae.jpg,data/train/edible/erdbeere/erdbeere_edible_3bc8592f6eae.jpg,3bc8592f6eaeed7e281c9654dc62ce0d1232d7bda1dac3ef1159a39378d77377,17578644191871877571
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_3e9a58ba6bcb.jpg,data/train/edible/erdbeere/erdbeere_edible_3e9a58ba6bcb.jpg,3e9a58ba6bcbf6627e366ce1b11151b9bc7a61e3adff38d3b7f0284f5aec62ef,2242580679489028352
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_3f2c5589ece0.jpg,data/train/edible/erdbeere/erdbeere_edible_3f2c5589ece0.jpg,3f2c5589ece0a99f23ea18f24f15bbb26a1c0df87155730ff0e1a81f82ce8a5f,18445865430252843263
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_453b7ae31ecb.jpeg,data/train/edible/erdbeere/erdbeere_edible_453b7ae31ecb.jpeg,453b7ae31ecb99c934c75a461ca5be7ab237600002ae7869f9a18a38e9bfb538,8063556046749237247
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_45f32190c774.jpeg,data/train/edible/erdbeere/erdbeere_edible_45f32190c774.jpeg,45f32190c77416ca92ad8c012fc9a9a214b6d616b62e25eb860961767c4a4d67,8063556046749237247
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_57a583acea7b.jpeg,data/train/edible/erdbeere/erdbeere_edible_57a583acea7b.jpeg,57a583acea7b9797a5feb36951b05e278fb251e1e9caca93ea8abee4aa380b43,18446604435741337599
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_65c1b0f729c2.jpg,data/train/edible/erdbeere/erdbeere_edible_65c1b0f729c2.jpg,65c1b0f729c2132788ea7ba6ad9a63a62c292a57fa3100d73b117fceb2a070b3,4548388298069901312
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_665fb12bf71b.jpeg,data/train/edible/erdbeere/erdbeere_edible_665fb12bf71b.jpeg,665fb12bf71b4038ae68a2c4c78290340299e6c31a18857e6ffbd38573db7abb,17835240514675343359
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_71d268595e53.jpeg,data/train/edible/erdbeere/erdbeere_edible_71d268595e53.jpeg,71d268595e53798d3889bb9485f3a12d697742c61fb2115c32ceeb99c03adc58,18446468203831427072
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_8d5a871393a2.jpg,data/train/edible/erdbeere/erdbeere_edible_8d5a871393a2.jpg,8d5a871393a22a18176e54d909b482c53e692dbe6fcf6d5f4892af916044d979,2242545632841433088
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_93f6e960f976.jpeg,data/train/edible/erdbeere/erdbeere_edible_93f6e960f976.jpeg,93f6e960f9761bc6248b8eba8e14589fc473fda74f5442633a28834e9df48e73,18365273030199378407
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_9b4ec6350d74.jpg,data/train/edible/erdbeere/erdbeere_edible_9b4ec6350d74.jpg,9b4ec6350d74bc861a325feea7ad552ea53669a93b905ec9c77d5827f2e40e4d,18300923478422384887
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_a1da9909cdef.jpg,data/train/edible/erdbeere/erdbeere_edible_a1da9909cdef.jpg,a1da9909cdeff289946dae271d8a518b29a05d1634fce0bf044b78e414fd6cde,18446637485758611456
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_b9af4acde9c8.jpeg,data/train/edible/erdbeere/erdbeere_edible_b9af4acde9c8.jpeg,b9af4acde9c8b75d305b0bc04431646d05efed5683378fedee04857c33db8ed4,18010396839068614907
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_bf793fc1dba5.jpg,data/train/edible/erdbeere/erdbeere_edible_bf793fc1dba5.jpg,bf793fc1dba50d64e3437f7d76c3a19b975039763e2fe6f66bc9c13956e0e1e4,2242536664965316608
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_d87167cdbb42.jpg,data/train/edible/erdbeere/erdbeere_edible_d87167cdbb42.jpg,d87167cdbb429ed8bbb7b63e179b7a5eb3ef2693b4ffbefce9dfcced62e05ccb,18443333121307960319
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_d9d2829f85d9.jpeg,data/train/edible/erdbeere/erdbeere_edible_d9d2829f85d9.jpeg,d9d2829f85d9998d3bc3a11c130f33a5fb8b4f9fcae56af436f529754c3a2229,18446713015739924735
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_e58493ea181f.jpeg,data/train/edible/erdbeere/erdbeere_edible_e58493ea181f.jpeg,e58493ea181fd471d879cf60cf908fa67fb89f8052d8448b0d69ddd5bfae71ca,18446730607925969407
train,edible,erdbeere,structured,data/train/edible/erdbeere/erdbeere_edible_e75847df3380.jpeg,data/train/edible/erdbeere/erdbeere_edible_e75847df3380.jpeg,e75847df33806949899a639c34cc8343fffb03968dc54cd849eef69d9ba2e40c,18446743530404642815
train,edible,erdbeere,structured,data/train/edible/erdbeere/fresa_065.jpg,data/train/edible/erdbeere/fresa_065.jpg,56b7f1497c378df769f321d9f3c42312dc923c4bb12a95a683db3bebdf092133,1082837540400203535
train,edible,erdbeere,structured,data/train/edible/erdbeere/fresa_086.jpg,data/train/edible/erdbeere/fresa_086.jpg,99345a78d24f2606d0cba906562ae94a7714e1a8d98e309c18215dc8302b6866,17361641532879859952
train,edible,erdbeere,structured,data/train/edible/erdbeere/fresa_108.jpg,data/train/edible/erdbeere/fresa_108.jpg,445aae8753f942aa9f42449de07cc22a8666775cda9f6d66ec0d2555bf5755b1,16207575453928645631
train,edible,erdbeere,structured,data/train/edible/erdbeere/fresa_121.jpg,data/train/edible/erdbeere/fresa_121.jpg,f3769f284e0143b8b0e4962e3aafcedcfff8838656715bbb1043cc41f5c09463,1082837538256486383
train,edible,erdbeere,structured,data/train/edible/erdbeere/fresa_122.jpg,data/train/edible/erdbeere/fresa_122.jpg,bdedf53624b310cfec116d7b28e02c6a110681e7bc2674a73104f9b212f070f2,9286669671411532031
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (1).png,data/train/edible/gurke/cucumber-e-k (1).png,24cadeb76f6d83dbbac3c49f15b7518a3a36559aaee5336f34c173b105c5519e,4503317893687541372
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (2).png,data/train/edible/gurke/cucumber-e-k (2).png,3799696f4a1914c554b632c6a8f2050b85a85009976fef03dcb1b2e3ed5858e2,4503317893685182076
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (3).png,data/train/edible/gurke/cucumber-e-k (3).png,e4d140d4a75c69fadd063327b7324e8f7708c24f6c5f334288bc1a835c4ad014,4503304837588844156
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (5).png,data/train/edible/gurke/cucumber-e-k (5).png,0fa84953c1e11428590600aecdd3ec9f5e27f2dd6c9fa94b6e79adcb2e2acba1,4503317885099179644
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (6).png,data/train/edible/gurke/cucumber-e-k (6).png,a0ffe7ff0a16d7ace3af14694ec49681d582ecde27156ccae682b3594c6fd996,4503282761459826300
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (7).png,data/train/edible/gurke/cucumber-e-k (7).png,ad5259795754206d984728dca38eed0c9fe86bf3a7219a3d1c5b5b085beca4b9,4503318031124921980
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (8).png,data/train/edible/gurke/cucumber-e-k (8).png,29d3ef3caa2f7e2330249773a892c2e31128c4a1e8ad777bd510906287271f01,4503318022536035964
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-k (9).png,data/train/edible/gurke/cucumber-e-k (9).png,78fd0dfdeff8c258e1f13ebd29461e4e0bbd79cb0f5c62e154650a2ad2a8f2f8,4503317893689081468
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (1).jpeg,data/train/edible/gurke/cucumber-e-o (1).jpeg,ec41539e945cc98f76271313606ce45bc4f6f8272960d42dfa2d21e9252007f6,1137072423189284615
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (2).jpeg,data/train/edible/gurke/cucumber-e-o (2).jpeg,fb795bd84e4c6d9783f0041e3ee45563264bd5de0a9169b87531c34981df62da,18442240747953258496
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (3).jpeg,data/train/edible/gurke/cucumber-e-o (3).jpeg,bc2aa93debf96f1cff6efaf6637daa72b5a28dba4c60bf0b454a22bc07c99692,1080012836074102272
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (4).jpeg,data/train/edible/gurke/cucumber-e-o (4).jpeg,338d5afa3c9b28053d55b9704b3d8d819a70cc67ebd9256ff5a51cbc1d34b99b,6845189941446581887
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (5).jpeg,data/train/edible/gurke/cucumber-e-o (5).jpeg,f9f3e466eefcfac5b0f8b4a9de331c52926c76965eba1a94f04dc5ee1d4f43ad,1002024425318983431
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (6).jpeg,data/train/edible/gurke/cucumber-e-o (6).jpeg,8bbc8637a7dc6b05c142cac25521bdce0cdfc7d5f7611b8666e01e514bdc48a2,18446462671739026432
